id,require_grads,x1,x2,op_type,op_attr,x1_shape,x1_hidden,x2_shape,x2_hidden,grad_of
x0,N,,,T,,"B, N0",1,,,
w1,Y,,,T,,"N0, N1",1,,,
x1,N,x0,w1,M,"bm,mn->bn","B, N0",1,"N0, N1",1,
w2,Y,,,T,,"N1, N2",1,,,
x2,N,x1,w2,M,"bm,mn->bn","B, N1",1,"N1, N2",1,
dx2,N,,,T,,"B, N2",1,,,x2
dw2,Y,dx2,x1,M,"bn,bm->mn","B, N2",1,"B, N1",1,w2
dx1,N,dx2,w2,M,"bn,mn->bm","B, N2",1,"N1, N2",1,x1
dw1,Y,dx1,x0,M,"bn,bm->mn","B, N1",1,"B, N0",1,w1
dx0,N,dx1,w1,M,"bn,mn->bm","B, N1",1,"N0, N1",1,x0
