id,require_grads,x1,x2,op_type,op_attr,x1_shape,x1_hidden,x2_shape,x2_hidden,grad_of
x,N,,,T,,"Batch/dp, InFeat/tp",1,,,
w,Y,,,T,,"InFeat/tp, OutFeat/dp",1,,,
y,N,w,x,M,"mn,bm->bn","InFeat/tp, OutFeat",1,"Batch/dp, InFeat/tp",1,
dy,N,,,T,,"Batch/dp, OutFeat",1,,,y
dw,N,dy,x,M,"bn,bm->mn","Batch/dp, OutFeat",1,"Batch/dp, InFeat/tp",1,w
dx,N,dy,w,M,"bn,mn->bm","Batch/dp, OutFeat",1,"InFeat/tp, OutFeat",1,x
